"","","N"
"pshuffle_at_avg",0.24615543432907,18146
"pshuffle_at_avg_ffe",0.163085560018078,18146
"pshuffle_at_avg_fyfe",0.173403536102666,18146
"pshuffle_gr1",0.0723796153861045,18146
