"","","N"
"pshuffle_at_avg",0.247391251541794,11868
"pshuffle_at_avg_ffe",0.15154942463337,11868
"pshuffle_at_avg_fyfe",0.143826671891181,11868
"pshuffle_gr1",0.0457039871062103,11868
